keyword,lang,cid,main_img,post_sj,sumry,com_ctgry_sn,lang_code_id,traffic_adres,traffic_new_adres
체험관광,en,ENPh6ancr,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80652&fileTy=MEDIA&fileNo=1&thumbTy=M,Korea Fashion Psychology Institute,"A Cheongdam-dong personal color salon trusted by luxury brands and designer houses.
",Cl8f8q1,en,"3rd Floor, Rodeo Building, 840 Seolleung-ro, Gangnam-gu, Seoul","3rd Floor, Rodeo Building, 840 Seolleung-ro, Gangnam-gu, Seoul"
체험관광,en,ENPsbsko1,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80365&fileTy=MEDIA&fileNo=1&thumbTy=M,A:muu Hair (Myeongdong A:muu Hair),"A premium hair salon located in Myeongdong, operated by a head director with over 28 years of experience.
",Cf1y9k1,en,"3rd Floor, 47 Myeongdong 8na-gil, Jung-gu, Seoul","3rd Floor, 47 Myeongdong 8na-gil, Jung-gu, Seoul"
체험관광,en,ENPhd6ywx,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80368&fileTy=MEDIA&fileNo=1&thumbTy=M,Adellain Jewelry Studio,"An experiential traditional Korean craft-based workshop where you can make one-of-a-kind silver jewelry in Jongno, Seoul, where tradition and modernity blend.
",Cf1y9k1,en,"Adellain Jewelry Studio, 5th Floor, 121-1 Jong-ro, Jongno-gu, Seoul","Adellain Jewelry Studio, 5th Floor, 121-1 Jong-ro, Jongno-gu, Seoul"
체험관광,en,ENPaijkqu,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80379&fileTy=MEDIA&fileNo=1&thumbTy=M,Myeongdong Personal Color & Makeup Colorholic,"A specialized consulting space where you can directly experience Korea's personal color analysis, body type analysis, and K-beauty makeup.
",Cf1y9k1,en,"2nd Floor, 301 Samil-daero, Jung-gu, Seoul","2nd Floor, 301 Samil-daero, Jung-gu, Seoul"
체험관광,ja,JPPw0625e,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81714&fileTy=MEDIA&fileNo=1&thumbTy=M,ポターリム,都会の真ん中で土に触れ、モノづくりの楽しさとゆとりを感じられる陶芸工房,Cq3m6s6,ja,서울 용산구 한강로2가 77-2,ソウル市ヨンサン(龍山)区ハンガンデロ40ギル25 4階 ポターリム陶芸工房
체험관광,ja,JPPsdmz8m,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81557&fileTy=MEDIA&fileNo=1&thumbTy=M,ハンガン(漢江)レジャースポーツ,都心を流れるハンガン(漢江)で楽しめるウォーターレジャー体験ゾーン,Cl8f8q1,ja,ソウル市ヨンドゥンポ(永登浦)区ヨイドンロ290,ソウル市ヨンドゥンポ(永登浦)区ヨイドンロ290
체험관광,ja,JPPuuvdzi,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81264&fileTy=MEDIA&fileNo=1&thumbTy=M,アルテファインヨンサン(龍山)(モーターサイクル・レンタルショップ) / Artefine Yongsan(Motorcycle Rental shop),韓国の都市部を自由なライディングで巡るアクティビティ観光,Cl8f8q1,ja,ソウル市ヨンサン(龍山)区チョンパロ75 1階136号	,ソウル市ヨンサン(龍山)区チョンパロ75 1階136号	
체험관광,ja,JPPuz5pe1,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81012&fileTy=MEDIA&fileNo=1&thumbTy=M,ハンガン(漢江)遊覧船 イーランドクルーズ,ハンガン(漢江)の上でソウルの夜景とロマンを楽しめる特別な遊覧船体験,Cl8f8q1,ja,ヨイド(汝矣島)船着場：ソウル市ヨンドゥンポ(永登浦)区ヨイドンロ280 ヨイド(汝矣島)イーランドクルーズチケット売場 ,ヨイド(汝矣島)船着場：ソウル市ヨンドゥンポ(永登浦)区ヨイドンロ280 ヨイド(汝矣島)イーランドクルーズチケット売場 
체험관광,ja,JPP7q4h12,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80851&fileTy=MEDIA&fileNo=1&thumbTy=M,ノウォン(蘆原)列車村,スイスとイタリアをテーマに、10分ごとに昼と夜が切り替わるソウル最大規模のミニチュア展示館,Cl8f8q1,ja,ソウル市ノウォン(蘆原)区ファランロ622	,ソウル市ノウォン(蘆原)区ファランロ622	
체험관광,ja,JPP98vqxc,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80826&fileTy=MEDIA&fileNo=1&thumbTy=M,Color Signal(カラーシグナル),ソウルのカンナム(江南)で楽しむKビューティー体験！パーソナルカラー診断で、自分に最も似合うカラーとメイク、ヘア、ファッションスタイルを見つけてみませんか。,Cl8f8q1,ja,ソウル市カンナム(江南)区カンナムデロ162ギル27-16 シンアビル4階 カラ―シグナル,ソウル市カンナム(江南)区カンナムデロ162ギル27-16 シンアビル4階 カラ―シグナル
체험관광,ja,JPPh6ancr,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80652&fileTy=MEDIA&fileNo=1&thumbTy=M,韓国ファッション心理研究院(Korea Fashion Psychology Institute),ラグジュアリーブランドや一流メゾンからも信頼を集める、チョンダムドン(清潭洞)のパーソナルカラーサロン,Cl8f8q1,ja,서울 강남구 청담동 84-1,ソウル市カンナム(江南)区ソンルンロ840、ロデオビル3階
체험관광,ja,JPPaijkqu,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80379&fileTy=MEDIA&fileNo=1&thumbTy=M,ミョンドン(明洞)パーソナルカラー＆メイクアップカラーホリック,韓国のパーソナルカラー診断、体型分析、K-ビューティーメイクアップを直接体験できる専門コンサルティングサロン,Cf1y9k1,ja,서울 중구 충무로2가 60-4,ソウル市チュン(中)区サミルデロ301、2階
체험관광,ja,JPPhd6ywx,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80368&fileTy=MEDIA&fileNo=1&thumbTy=M,アデラインジュエリースタジオ(Adellain Jewelry Studio),伝統と現代が融合したソウル・チョンノ(鐘路)で、世界にひとつだけのシルバージュエリーを作ることができる体験型の伝統韓国工芸をベースとしたワークショップ,Cf1y9k1,ja,서울 종로구 종로3가 13-1,ソウル市チョンノ(鐘路)区チョンノ121-1 5階 アデラインジュエリースタジオ
체험관광,ja,JPPsbsko1,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80365&fileTy=MEDIA&fileNo=1&thumbTy=M,A: muu Hair(ミョンドン(明洞)エイミューヘア),ミョンドン(明洞)に位置するプレミアムヘアサロンで、28年以上のキャリアを持つ代表院長が運営するヘア専門サロン,Cf1y9k1,ja,서울 중구 충무로1가 25-8,ソウル市チュン(中)区ミョンドン8ナギル47 3階
체험관광,zh,CNPw0625e,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81714&fileTy=MEDIA&fileNo=1&thumbTy=M,Potterim,可以在城市之中触摸陶土，感受造物乐趣与惬意时光的陶瓷工坊,Cq3m6s6,zh-CN,서울 용산구 한강로2가 77-2,首尔市龙山区汉江大路40街25 4楼 Potterim陶瓷工坊
체험관광,zh,CNPuuvdzi,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81264&fileTy=MEDIA&fileNo=1&thumbTy=M,Artefine龙山店（摩托车租赁店) / Artefine Yongsan(Motorcycle Rental shop), 骑行畅游韩国市中心的动感体验观光 ,Cl8f8q1,zh-CN,首尔市龙山区青坡路75 1楼136号,首尔市龙山区青坡路75 1楼136号
체험관광,zh,CNPuz5pe1,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81012&fileTy=MEDIA&fileNo=1&thumbTy=M,汉江游览船Eland Cruise,泛舟汉江之上，沉浸式体验首尔夜景和浪漫氛围的特色游船之旅,Cl8f8q1,zh-CN,汝矣岛码头：首尔市永登浦区汝矣洞路280 汝矣岛Eland Cruise售票处,汝矣岛码头：首尔市永登浦区汝矣洞路280 汝矣岛Eland Cruise售票处
체험관광,zh,CNP7q4h12,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80851&fileTy=MEDIA&fileNo=1&thumbTy=M,芦原火车村,  这是首尔规模最大的微缩模型展馆，单独设立瑞士、意大利两大主题展区，场内每10分钟会模拟昼夜交替效果,Cl8f8q1,zh-CN,首尔市芦原区花郎路622,首尔市芦原区花郎路622
체험관광,zh,CNP98vqxc,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80826&fileTy=MEDIA&fileNo=1&thumbTy=M,Color Signal,在首尔江南体验韩式美妆！通过个人色彩诊断，找到最适配自己的色系、妆容、发型和穿搭风格,Cl8f8q1,zh-CN,首尔特别市江南区江南大路162街27-16 新亚大厦4楼 Color Signal,首尔特别市江南区江南大路162街27-16 新亚大厦4楼 Color Signal
체험관광,zh,CNPh6ancr,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80652&fileTy=MEDIA&fileNo=1&thumbTy=M,韩国时尚心理研究院(Korea Fashion Psychology Institute),众多奢侈品牌、高端名品工坊都信赖的清潭洞个人色彩形象沙龙,Cl8f8q1,zh-CN,서울 강남구 청담동 84-1,首尔市江南区宣陵路840，罗德奥大厦3楼
체험관광,zh,CNPaijkqu,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80379&fileTy=MEDIA&fileNo=1&thumbTy=M,明洞Personal Color&Makeup Color Holic,这里是专业形象咨询空间，可体验韩式个人色彩诊断、身形分析及韩式美妆造型服务,Cf1y9k1,zh-CN,서울 중구 충무로2가 60-4,首尔特别市中区三一大路301，2楼
체험관광,zh,CNPhd6ywx,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80368&fileTy=MEDIA&fileNo=1&thumbTy=M,Adellain珠宝工作室(Adellain Jewelry Studio),坐落于传统与现代交融的首尔钟路区，这是一处以韩国传统工艺为基础的体验工坊，可亲手打造独一无二的银饰珠宝,Cf1y9k1,zh-CN,서울 종로구 종로3가 13-1,首尔市钟路区钟路121-1 5楼 Adellain珠宝工作室
체험관광,zh,CNPsbsko1,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80365&fileTy=MEDIA&fileNo=1&thumbTy=M,明洞A:muu Hair,位于明洞的高端美发沙龙，由拥有28年以上从业经验的主理人经营,Cf1y9k1,zh-CN,서울 중구 충무로1가 25-8,首尔市中区明洞8 na街47 3楼
축제,ko,KOP8m1ey6,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82088&fileTy=MEDIA&fileNo=1&thumbTy=M,서울라이트 DDP 2026 가을,222m에 이르는 세계 최대 비정형 미디어 파사드 축제 ,Cv7s8m5,ko,서울 중구 을지로7가 143,서울 중구 을지로 281 (을지로7가)
축제,ko,KOPaecwqv,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82085&fileTy=MEDIA&fileNo=1&thumbTy=M,HELLO SEOUL (더현대 서울 쇼핑 페스타),"10일간, 더현대 서울에서만 만날 수 있는 K-컬처 콘텐츠와 단독 쇼핑 혜택",Cv7s8m5,ko,서울 영등포구 여의도동 22,"서울 영등포구 여의대로 108 (여의도동, 파크원)  더현대 서울"
축제,ko,KOPptkfz1,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81703&fileTy=MEDIA&fileNo=1&thumbTy=M,2027 S/S 서울패션위크	," DDP와 잠실 롯데월드몰 등에서 개최하는 글로벌 패션 비즈니스 축제	
",Cv7s8m5,ko,서울 중구 을지로7가 143,서울 중구 을지로 281 (을지로7가)
축제,ko,KOPun82v3,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81789&fileTy=MEDIA&fileNo=1&thumbTy=M,한화와 함께하는 서울세계불꽃축제 2026,시민의 일상에 즐거움을 선사하기 위해 한화 그룹에서 꾸준히 진행해 온 대한민국 최고의 축제,Cv7s8m5,ko,서울 영등포구 여의도동 8,서울 영등포구 여의동로 330 여의도 한강공원 일대
축제,ko,KOPwqkvqs,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81700&fileTy=MEDIA&fileNo=1&thumbTy=M,2026 서울국제작가축제,누구세요? Who are we? 한국문학과 세계문학의 교류를 위해 2006년부터 이어온 글로벌 문학 축제,Cv7s8m5,ko,서울 종로구 견지동 85-24,"서울 종로구 인사동9길 26 (견지동, 아라아트센터)"
축제,ko,KOPbr2z6a,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81695&fileTy=MEDIA&fileNo=1&thumbTy=M,DDP 디자인마이애미 서울 2026 (Design Miami Seoul),'살롱(Salon)' 개념을 도입해 디자인을 문화적 담론과 비즈니스가 함께 이루어지는 플랫폼으로 확장한 디자인마이애미 서울,Cv7s8m5,ko,서울 중구 을지로7가 143,서울 중구 을지로 281 디자인랩 1층 SHOWROOM
축제,ko,KOPd2rqmc,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81530&fileTy=MEDIA&fileNo=1&thumbTy=M,2026 DDP 디자인 북페어,"완성된 책 너머, 디자인의 언어와 제작의 이야기를 만나는 디자인 북페어 ",Cv7s8m5,ko,서울 중구 을지로7가 143,"서울 중구 을지로 281, DDP 디자인랩 3층"
축제,ko,KOP6t7xg8,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81507&fileTy=MEDIA&fileNo=1&thumbTy=M,뷰티풀라이프인서울(BLS),서울시가 올해 처음 선보이는 라이프스타일 축제,Cv7s8m5,ko,서울 중구 을지로7가 143,서울 중구 을지로 281 (을지로7가) DDP
축제,ko,KOPne4zl0,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81440&fileTy=MEDIA&fileNo=1&thumbTy=M,서초-한강 아트투어 ,고속터미널역 인근의 공공미술 작품을 감상하고 반포한강공원까지 이동하는 무료 문화 체험 프로그램,Cv7s8m5,ko,서울 서초구 반포동 1,"서울 서초구 반포대로 333 (반포동, 래미안 원베일리) 서울 고속터미널역 고투몰 G2 출구 앞 광장 (원베일리 공공보행로)"
축제,ko,KOPjm3hw1,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81433&fileTy=MEDIA&fileNo=1&thumbTy=M,2026 서울어텀페스타 ,"가을 시즌 서울 전역에서 펼쳐지는 민간·공공 공연예술 작품, 축제 및 연계 프로그램을 하나의 통합브랜드로 연결해 공연예술 정보 제공 및 통합홍보 추진",Cv7s8m5,ko,서울 종로구 동숭동 1-5,"서울 종로구 동숭길 122 (동숭동, 서울문화재단 대학로) 서울문화재단 대학로센터"
축제,en,ENPaecwqv,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82085&fileTy=MEDIA&fileNo=1&thumbTy=M,HELLO SEOUL (The Hyundai Seoul Shopping Festa),"Ten days of K-culture programs and exclusive shopping offers found only at The Hyundai Seoul
",Cv7s8m5,en,"108, Yeoui-daero, Yeongdeungpo-gu, Seoul (The Hyundai Seoul)","108, Yeoui-daero, Yeongdeungpo-gu, Seoul (The Hyundai Seoul)"
축제,en,ENP8m1ey6,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82088&fileTy=MEDIA&fileNo=1&thumbTy=M,SEOUL LIGHT DDP 2026 Autumn,"The world's largest free-form media facade festival, stretching 222 meters
",Cv7s8m5,en,"281, Eulji-ro, Jung-gu, Seoul (DDP)","281, Eulji-ro, Jung-gu, Seoul (DDP)"
축제,en,ENPptkfz1,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81703&fileTy=MEDIA&fileNo=1&thumbTy=M,2027 S/S Seoul Fashion Week,"A global fashion business festival held at DDP and Jamsil Lotte World Mall.

",Cv7s8m5,en,"DDP, 281 Eulji-ro, Jung-gu, Seoul /  Lotte World Mall, 300 Olympic-ro, Songpa-gu, Seoul","DDP, 281 Eulji-ro, Jung-gu, Seoul/  Lotte World Mall, 300 Olympic-ro, Songpa-gu, Seoul"
축제,en,ENPun82v3,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81789&fileTy=MEDIA&fileNo=1&thumbTy=M,Seoul International Fireworks Festival 2026 with Hanwha,"Korea's best festival consistently held by Hanwha Group to bring joy to the daily lives of citizens.
",Cv7s8m5,en,"Yeouido Hangang Park Area, 330 Yeouidong-ro, Yeongdeungpo-gu, Seoul","Yeouido Hangang Park Area, 330 Yeouidong-ro, Yeongdeungpo-gu, Seoul"
축제,en,ENPwqkvqs,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81700&fileTy=MEDIA&fileNo=1&thumbTy=M,2026 Seoul International Writers' Festival,"Who are you? Who are we? A global literary festival continuing since 2006 for the exchange of Korean and world literature.
",Cv7s8m5,en,"26 Insadong 9-gil, Jongno-gu, Seoul","26 Insadong 9-gil, Jongno-gu, Seoul"
축제,en,ENPd2rqmc,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81530&fileTy=MEDIA&fileNo=1&thumbTy=M,2026 DDP Design Book Fair,"Beyond the finished book, a design book fair to encounter the language of design and the story of production.
",Cv7s8m5,en,"3rd Floor, DDP Design Lab, 281 Eulji-ro, Jung-gu, Seoul","3rd Floor, DDP Design Lab, 281 Eulji-ro, Jung-gu, Seoul"
축제,en,ENPbr2z6a,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81695&fileTy=MEDIA&fileNo=1&thumbTy=M,Design Miami Seoul 2026,Design Miami Seoul expands design into a platform where cultural discourse and business take place together by introducing the concept of a 'Salon'.,Cv7s8m5,en,"SHOWROOM, 1st Floor, Design Lab, 281 Eulji-ro, Jung-gu, Seoul","SHOWROOM, 1st Floor, Design Lab, 281 Eulji-ro, Jung-gu, Seoul"
축제,en,ENP6t7xg8,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81507&fileTy=MEDIA&fileNo=1&thumbTy=M,Beautiful Life in Seoul (BLS),"The lifestyle festival introduced by the Seoul Metropolitan Government for the first time this year.
",Cv7s8m5,en,"DDP, 281 Eulji-ro, Jung-gu, Seoul","DDP, 281 Eulji-ro, Jung-gu, Seoul"
축제,en,ENPjm3hw1,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81433&fileTy=MEDIA&fileNo=1&thumbTy=M,2026 SEOUL AUTUMN FESTA,"Providing performing arts information and executing integrated promotions by connecting private and public performing arts works, festivals, and related programs held throughout Seoul during the autum",Cv7s8m5,en,서울 종로구 동숭동 1-5,"Seoul Foundation for Arts and Culture Daehakro Center, 122 Dongsung-gil, Jongno-gu, Seoul "
축제,en,ENPne4zl0,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81447&fileTy=MEDIA&fileNo=1&thumbTy=M,SEOCHO HAN RIVER ART TOUR ,"A free cultural experience program where you can appreciate public art works near Express Bus Terminal Station and move to Banpo Hangang Park.
",Cv7s8m5,en,서울 서초구 반포동 1,"Raemian One Bailey, 333 Banpo-daero, Seocho-gu, Seoul / Plaza in front of Goto Mall Exit G2 at Express Bus Terminal Station (One Bailey Public Pedestrian Path)"
축제,ja,JPP8m1ey6,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82088&fileTy=MEDIA&fileNo=1&thumbTy=M,ソウルライト DDP 2026 秋,222mに及ぶ世界最大の非定型メディアファサードフェスティバル,Cv7s8m5,ja,ソウル市チュン(中)区ウルチロ281 DDP,ソウル市チュン(中)区ウルチロ281 DDP
축제,ja,JPPaecwqv,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82085&fileTy=MEDIA&fileNo=1&thumbTy=M,HELLO SEOUL(The Hyundai Seoul ショッピングフェスタ),10日間、The Hyundai Seoulでしか出会えないK-カルチャーコンテンツと限定ショッピング特典,Cv7s8m5,ja,ソウル市ヨンドゥンポ(永登浦)区ヨイデロ108 The Hyundai Seoul,ソウル市ヨンドゥンポ(永登浦)区ヨイデロ108 The Hyundai Seoul
축제,ja,JPPptkfz1,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81703&fileTy=MEDIA&fileNo=1&thumbTy=M,2027 S/S ソウルファッションウィーク,"DDPやチャムシル(蚕室)ロッテワールドモールなどで開催されるグローバルファッションビジネスフェスティバル

",Cv7s8m5,ja,ソウル市チュン(中)区ウルチロ281 DDP / ソウル市ソンパ(松坡)区オリンピックロ300 ロッテワールドモール,ソウル市チュン(中)区ウルチロ281 DDP / ソウル市ソンパ(松坡)区オリンピックロ300 ロッテワールドモール
축제,ja,JPPun82v3,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81789&fileTy=MEDIA&fileNo=1&thumbTy=M,ハンファと共にするソウル世界花火祭り2026,"市民の日常に楽しさを届けるため、ハンファグループが継続して開催してきた韓国最高のフェスティバル
",Cv7s8m5,ja,ソウル市ヨンドゥンポ(永登浦)区ヨイドンロ330 ヨイドハンガン(汝矣島漢江)公園一帯,ソウル市ヨンドゥンポ(永登浦)区ヨイドンロ330 ヨイドハンガン(汝矣島漢江)公園一帯
축제,ja,JPPwqkvqs,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81700&fileTy=MEDIA&fileNo=1&thumbTy=M,2026 ソウル国際作家フェスティバル,"「どなたですか？ Who are we?」 韓国文学と世界文学の交流のため、2006年から継続して開催されてきたグローバル文学フェスティバル
",Cv7s8m5,ja,ソウル市チョンノ(鐘路)区インサドン(仁寺洞)9ガ26,ソウル市チョンノ(鐘路)区インサドン(仁寺洞)9ガ26
축제,ja,JPPbr2z6a,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81695&fileTy=MEDIA&fileNo=1&thumbTy=M,DDP デザインマイアミ ソウル 2026(Design Miami Seoul),"「サロン(Salon)」の概念を導入し、デザインを文化的言説とビジネスが共存するプラットフォームへと拡張したデザインマイアミソウル(Design Miami Seoul)
",Cv7s8m5,ja,ソウル市チュン(中)区ウルチロ281 デザインラボ1階 SHOWROOM,ソウル市チュン(中)区ウルチロ281 デザインラボ1階 SHOWROOM
축제,ja,JPPd2rqmc,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81530&fileTy=MEDIA&fileNo=1&thumbTy=M,2026 DDPデザインブックフェア,完成された本の先にある、デザインの言語と制作の物語に出会うデザインブックフェア,Cv7s8m5,ja,ソウル市チュン(中)区ウルチロ281、DDPデザインラボ3階,ソウル市チュン(中)区ウルチロ281、DDPデザインラボ3階
축제,ja,JPP6t7xg8,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81507&fileTy=MEDIA&fileNo=1&thumbTy=M,ビューティフル・ライフ・イン・ソウル(BLS),ソウル市が今年初めて開催するライフスタイル・フェスティバル,Cv7s8m5,ja,ソウル市チュン(中)区ウルチロ281 DDP,ソウル市チュン(中)区ウルチロ281 DDP
축제,ja,JPPne4zl0,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81440&fileTy=MEDIA&fileNo=1&thumbTy=M,ソチョ(瑞草)-ハンガン(漢江)アートツアー,コソクターミナル駅周辺のパブリックアート作品を鑑賞しながらパンポハンガン(盤浦漢江)公園まで歩く、無料の文化体験プログラム,Cv7s8m5,ja,ソウル市ソチョ(瑞草)区パンポデロ333 レミアンワンベイリー、ソウルコソクターミナル駅 Goto Mall G2出口前の広場(ワンベイリー公共歩行路),ソウル市ソチョ(瑞草)区パンポデロ333 レミアンワンベイリー、ソウルコソクターミナル駅 Goto Mall G2出口前の広場(ワンベイリー公共歩行路)
축제,ja,JPPjm3hw1,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81433&fileTy=MEDIA&fileNo=1&thumbTy=M,2026 ソウルオータムフェスタ,秋シーズンにソウル全域で開催される民間・公共の舞台芸術作品、祭り、および連動プログラムを一つの統合ブランドとして結びつけ、舞台芸術情報の提供および統合広報を推進,Cv7s8m5,ja,ソウル市チョンノ(鐘路)区トンスンギル122 ソウル文化財団テハンノ(大学路)センター,ソウル市チョンノ(鐘路)区トンスンギル122 ソウル文化財団テハンノ(大学路)センター
축제,zh,CNP8m1ey6,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82088&fileTy=MEDIA&fileNo=1&thumbTy=M,首尔之光DDP2026秋季,长达222m的世界最大异形媒体立面灯光节,Cv7s8m5,zh-CN,首尔市中区乙支路281 DDP,首尔市中区乙支路281 DDP
축제,zh,CNPaecwqv,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82085&fileTy=MEDIA&fileNo=1&thumbTy=M,HELLO SEOUL（现代首尔购物节）,为期10天，唯有在现代首尔才能体验的韩流文化内容与专属购物优惠,Cv7s8m5,zh-CN,首尔市永登浦区汝矣大路108  The Hyundai Seoul,首尔市永登浦区汝矣大路108 The Hyundai Seoul
축제,zh,CNPptkfz1,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81703&fileTy=MEDIA&fileNo=1&thumbTy=M,2027 S/S首尔时装周," 在东大门设计广场（DDP）和蚕室乐天世界购物中心等地举办的全球时尚商务盛典

",Cv7s8m5,zh-CN,首尔市中区乙支路281 东大门设计广场（DDP） /首尔市松坡区奥林匹克路300 乐天世界购物中心,首尔市中区乙支路281 东大门设计广场（DDP） /首尔市松坡区奥林匹克路300 乐天世界购物中心
축제,zh,CNPun82v3,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81789&fileTy=MEDIA&fileNo=1&thumbTy=M,韩华呈献2026首尔世界烟花节,"这是韩华集团为给市民日常生活带去欢乐，持续举办的韩国顶级庆典活动
",Cv7s8m5,zh-CN,首尔市永登浦区汝矣洞路330 汝矣岛汉江公园一带,首尔市永登浦区汝矣洞路330 汝矣岛汉江公园一带
축제,zh,CNPwqkvqs,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81700&fileTy=MEDIA&fileNo=1&thumbTy=M,2026首尔国际作家节,"你是谁？我们是谁？为促进韩国文学与世界文学交流，自2006年延续至今的全球文学盛典
",Cv7s8m5,zh-CN,首尔市钟路区仁寺洞9街26,首尔市钟路区仁寺洞9街26
축제,zh,CNPbr2z6a,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81695&fileTy=MEDIA&fileNo=1&thumbTy=M,2026首尔DDP迈阿密设计展(Design Miami Seoul),"首尔迈阿密设计展引入“沙龙（Salon）”概念，将设计拓展为一个兼具文化交流与商业对接功能的平台
",Cv7s8m5,zh-CN,首尔市中区乙支路281 设计实验室1楼展厅（SHOWROOM）,首尔市中区乙支路281 设计实验室1楼展厅（SHOWROOM）
축제,zh,CNPd2rqmc,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81530&fileTy=MEDIA&fileNo=1&thumbTy=M,2026 DDP设计书展,超越成书本身，邂逅设计语言和制作故事的设计书展,Cv7s8m5,zh-CN,首尔市中区乙支路281，DDP设计实验室3楼,首尔市中区乙支路281，DDP设计实验室3楼
축제,zh,CNP6t7xg8,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81507&fileTy=MEDIA&fileNo=1&thumbTy=M,Beautiful Life in Seoul(BLS),首尔市今年首次推出的生活方式庆典,Cv7s8m5,zh-CN,首尔市中区乙支路281 DDP,首尔市中区乙支路281 DDP
축제,zh,CNPne4zl0,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81440&fileTy=MEDIA&fileNo=1&thumbTy=M,瑞草-汉江艺术之旅,可欣赏高速巴士客运站附近的公共艺术作品，并前往盘浦汉江公园的免费文化体验活动,Cv7s8m5,zh-CN,"首尔市瑞草区盘浦大路333 来美安ONE BAILEY,首尔高速巴士客运站Goto Mall G2出口前广场（ONE BAILEY公共步行道）","首尔市瑞草区盘浦大路333 来美安ONE BAILEY,首尔高速巴士客运站Goto Mall G2出口前广场（ONE BAILEY公共步行道）"
